ID,year,city_ID,city_FAA,aveTemp,LAT,LONG,ELEV,City
2805,2019,46,PVD,51.8,41.7225,-71.4325,16.8,Providence
2806,2020,46,PVD,54.04166667,41.7225,-71.4325,16.8,Providence
2807,1960,47,PWM,45.08333333,43.64244,-70.30443,13.5,"Portland, ME"
2808,1961,47,PWM,44.83333333,43.64244,-70.30443,13.5,"Portland, ME"
2809,1962,47,PWM,43.3,43.64244,-70.30443,13.5,"Portland, ME"
2810,1963,47,PWM,43.975,43.64244,-70.30443,13.5,"Portland, ME"
2811,1964,47,PWM,44.15833333,43.64244,-70.30443,13.5,"Portland, ME"
2812,1965,47,PWM,44.68333333,43.64244,-70.30443,13.5,"Portland, ME"
2813,1966,47,PWM,44.625,43.64244,-70.30443,13.5,"Portland, ME"
2814,1967,47,PWM,43.86666667,43.64244,-70.30443,13.5,"Portland, ME"
2815,1968,47,PWM,44.80833333,43.64244,-70.30443,13.5,"Portland, ME"
2816,1969,47,PWM,46.425,43.64244,-70.30443,13.5,"Portland, ME"
2817,1970,47,PWM,45.76666667,43.64244,-70.30443,13.5,"Portland, ME"
2818,1971,47,PWM,44.875,43.64244,-70.30443,13.5,"Portland, ME"
2819,1972,47,PWM,43.375,43.64244,-70.30443,13.5,"Portland, ME"
2820,1973,47,PWM,47.1,43.64244,-70.30443,13.5,"Portland, ME"
2821,1974,47,PWM,45.61666667,43.64244,-70.30443,13.5,"Portland, ME"
2822,1975,47,PWM,45.75833333,43.64244,-70.30443,13.5,"Portland, ME"
2823,1976,47,PWM,43.85,43.64244,-70.30443,13.5,"Portland, ME"
2824,1977,47,PWM,44.425,43.64244,-70.30443,13.5,"Portland, ME"
2825,1978,47,PWM,44.14166667,43.64244,-70.30443,13.5,"Portland, ME"
2826,1979,47,PWM,45.475,43.64244,-70.30443,13.5,"Portland, ME"
2827,1980,47,PWM,44.96666667,43.64244,-70.30443,13.5,"Portland, ME"
2828,1981,47,PWM,46.16666667,43.64244,-70.30443,13.5,"Portland, ME"
2829,1982,47,PWM,44.94166667,43.64244,-70.30443,13.5,"Portland, ME"
2830,1983,47,PWM,46.8,43.64244,-70.30443,13.5,"Portland, ME"
2831,1984,47,PWM,46.36666667,43.64244,-70.30443,13.5,"Portland, ME"
2832,1985,47,PWM,45.75833333,43.64244,-70.30443,13.5,"Portland, ME"
2833,1986,47,PWM,45.60833333,43.64244,-70.30443,13.5,"Portland, ME"
2834,1987,47,PWM,45.9,43.64244,-70.30443,13.5,"Portland, ME"
2835,1988,47,PWM,46.54166667,43.64244,-70.30443,13.5,"Portland, ME"
2836,1989,47,PWM,45.15,43.64244,-70.30443,13.5,"Portland, ME"
2837,1990,47,PWM,48.05,43.64244,-70.30443,13.5,"Portland, ME"
2838,1991,47,PWM,47.91666667,43.64244,-70.30443,13.5,"Portland, ME"
2839,1992,47,PWM,45.2,43.64244,-70.30443,13.5,"Portland, ME"
2840,1993,47,PWM,45.525,43.64244,-70.30443,13.5,"Portland, ME"
2841,1994,47,PWM,45.775,43.64244,-70.30443,13.5,"Portland, ME"
2842,1995,47,PWM,45.59166667,43.64244,-70.30443,13.5,"Portland, ME"
2843,1996,47,PWM,45.275,43.64244,-70.30443,13.5,"Portland, ME"
2844,1997,47,PWM,45.5,43.64244,-70.30443,13.5,"Portland, ME"
2845,1998,47,PWM,48.275,43.64244,-70.30443,13.5,"Portland, ME"
2846,1999,47,PWM,47.93333333,43.64244,-70.30443,13.5,"Portland, ME"
2847,2000,47,PWM,46.14166667,43.64244,-70.30443,13.5,"Portland, ME"
2848,2001,47,PWM,47,43.64244,-70.30443,13.5,"Portland, ME"
2849,2002,47,PWM,47.18333333,43.64244,-70.30443,13.5,"Portland, ME"
2850,2003,47,PWM,45.15833333,43.64244,-70.30443,13.5,"Portland, ME"
2851,2004,47,PWM,45.56666667,43.64244,-70.30443,13.5,"Portland, ME"
2852,2005,47,PWM,46.275,43.64244,-70.30443,13.5,"Portland, ME"
2853,2006,47,PWM,48.50833333,43.64244,-70.30443,13.5,"Portland, ME"
2854,2007,47,PWM,46.05,43.64244,-70.30443,13.5,"Portland, ME"
2855,2008,47,PWM,46.78333333,43.64244,-70.30443,13.5,"Portland, ME"
2856,2009,47,PWM,46.10833333,43.64244,-70.30443,13.5,"Portland, ME"
2857,2010,47,PWM,49.19166667,43.64244,-70.30443,13.5,"Portland, ME"
2858,2011,47,PWM,47.75833333,43.64244,-70.30443,13.5,"Portland, ME"
2859,2012,47,PWM,49.16666667,43.64244,-70.30443,13.5,"Portland, ME"
2860,2013,47,PWM,46.93333333,43.64244,-70.30443,13.5,"Portland, ME"
2861,2014,47,PWM,46.38333333,43.64244,-70.30443,13.5,"Portland, ME"
2862,2015,47,PWM,47.125,43.64244,-70.30443,13.5,"Portland, ME"
2863,2016,47,PWM,48.49166667,43.64244,-70.30443,13.5,"Portland, ME"
2864,2017,47,PWM,47.60833333,43.64244,-70.30443,13.5,"Portland, ME"
2865,2018,47,PWM,47.53333333,43.64244,-70.30443,13.5,"Portland, ME"
2866,2019,47,PWM,46.99166667,43.64244,-70.30443,13.5,"Portland, ME"
2867,2020,47,PWM,49.46666667,43.64244,-70.30443,13.5,"Portland, ME"
2868,1960,48,RAP,47.29166667,44.04584,-103.05443,963.2,Rapid City
2869,1961,48,RAP,48.51666667,44.04584,-103.05443,963.2,Rapid City
2870,1962,48,RAP,47.4,44.04584,-103.05443,963.2,Rapid City
2871,1963,48,RAP,49,44.04584,-103.05443,963.2,Rapid City
2872,1964,48,RAP,47.10833333,44.04584,-103.05443,963.2,Rapid City
2873,1965,48,RAP,46.43333333,44.04584,-103.05443,963.2,Rapid City
2874,1966,48,RAP,45.15833333,44.04584,-103.05443,963.2,Rapid City
2875,1967,48,RAP,46.33333333,44.04584,-103.05443,963.2,Rapid City
2876,1968,48,RAP,45.70833333,44.04584,-103.05443,963.2,Rapid City
2877,1969,48,RAP,46.06666667,44.04584,-103.05443,963.2,Rapid City
2878,1970,48,RAP,45.175,44.04584,-103.05443,963.2,Rapid City
2879,1971,48,RAP,45.14166667,44.04584,-103.05443,963.2,Rapid City
2880,1972,48,RAP,44.05,44.04584,-103.05443,963.2,Rapid City
2881,1973,48,RAP,47.08333333,44.04584,-103.05443,963.2,Rapid City
2882,1974,48,RAP,48.24166667,44.04584,-103.05443,963.2,Rapid City
2883,1975,48,RAP,45.10833333,44.04584,-103.05443,963.2,Rapid City
2884,1976,48,RAP,47.65,44.04584,-103.05443,963.2,Rapid City
2885,1977,48,RAP,47.21666667,44.04584,-103.05443,963.2,Rapid City
2886,1978,48,RAP,44.21666667,44.04584,-103.05443,963.2,Rapid City
2887,1979,48,RAP,45.40833333,44.04584,-103.05443,963.2,Rapid City
2888,1980,48,RAP,47.98333333,44.04584,-103.05443,963.2,Rapid City
2889,1981,48,RAP,49.375,44.04584,-103.05443,963.2,Rapid City
2890,1982,48,RAP,44.30833333,44.04584,-103.05443,963.2,Rapid City
2891,1983,48,RAP,47.18333333,44.04584,-103.05443,963.2,Rapid City
2892,1984,48,RAP,47.38333333,44.04584,-103.05443,963.2,Rapid City
2893,1985,48,RAP,45.05,44.04584,-103.05443,963.2,Rapid City
2894,1986,48,RAP,47.16666667,44.04584,-103.05443,963.2,Rapid City
2895,1987,48,RAP,49.60833333,44.04584,-103.05443,963.2,Rapid City
2896,1988,48,RAP,49.15,44.04584,-103.05443,963.2,Rapid City
2897,1989,48,RAP,46.25,44.04584,-103.05443,963.2,Rapid City
2898,1990,48,RAP,48.33333333,44.04584,-103.05443,963.2,Rapid City
2899,1991,48,RAP,48.3,44.04584,-103.05443,963.2,Rapid City
2900,1992,48,RAP,47.59166667,44.04584,-103.05443,963.2,Rapid City
2901,1993,48,RAP,44.24166667,44.04584,-103.05443,963.2,Rapid City
2902,1994,48,RAP,48.50833333,44.04584,-103.05443,963.2,Rapid City
2903,1995,48,RAP,46.575,44.04584,-103.05443,963.2,Rapid City
2904,1996,48,RAP,43.43333333,44.04584,-103.05443,963.2,Rapid City
2905,1997,48,RAP,46.29166667,44.04584,-103.05443,963.2,Rapid City
2906,1998,48,RAP,47.64166667,44.04584,-103.05443,963.2,Rapid City
2907,1999,48,RAP,48.55,44.04584,-103.05443,963.2,Rapid City
2908,2000,48,RAP,47.01666667,44.04584,-103.05443,963.2,Rapid City
2909,2001,48,RAP,47.94166667,44.04584,-103.05443,963.2,Rapid City
2910,2002,48,RAP,47.15,44.04584,-103.05443,963.2,Rapid City
2911,2003,48,RAP,47.65,44.04584,-103.05443,963.2,Rapid City
2912,2004,48,RAP,48.21666667,44.04584,-103.05443,963.2,Rapid City
2913,2005,48,RAP,48.99166667,44.04584,-103.05443,963.2,Rapid City
2914,2006,48,RAP,49.5,44.04584,-103.05443,963.2,Rapid City
2915,2007,48,RAP,49.30833333,44.04584,-103.05443,963.2,Rapid City
2916,2008,48,RAP,44.95833333,44.04584,-103.05443,963.2,Rapid City
2917,2009,48,RAP,44.40833333,44.04584,-103.05443,963.2,Rapid City
2918,2010,48,RAP,46.125,44.04584,-103.05443,963.2,Rapid City
2919,2011,48,RAP,45.74166667,44.04584,-103.05443,963.2,Rapid City
2920,2012,48,RAP,50.3,44.04584,-103.05443,963.2,Rapid City
2921,2013,48,RAP,45.90833333,44.04584,-103.05443,963.2,Rapid City
2922,2014,48,RAP,45.09166667,44.04584,-103.05443,963.2,Rapid City
2923,2015,48,RAP,48.40833333,44.04584,-103.05443,963.2,Rapid City
2924,2016,48,RAP,49.075,44.04584,-103.05443,963.2,Rapid City
2925,2017,48,RAP,47.875,44.04584,-103.05443,963.2,Rapid City
2926,2018,48,RAP,44.725,44.04584,-103.05443,963.2,Rapid City
2927,2019,48,RAP,43.03333333,44.04584,-103.05443,963.2,Rapid City
2928,2020,48,RAP,47.725,44.04584,-103.05443,963.2,Rapid City
2929,1960,49,RDU,57.91666667,35.8923,-78.7819,126.8,Raleigh
2930,1961,49,RDU,58.7,35.8923,-78.7819,126.8,Raleigh
2931,1962,49,RDU,58.16666667,35.8923,-78.7819,126.8,Raleigh
2932,1963,49,RDU,57.525,35.8923,-78.7819,126.8,Raleigh
2933,1964,49,RDU,58.83333333,35.8923,-78.7819,126.8,Raleigh
2934,1965,49,RDU,59.10833333,35.8923,-78.7819,126.8,Raleigh
2935,1966,49,RDU,58.65,35.8923,-78.7819,126.8,Raleigh
2936,1967,49,RDU,59.05833333,35.8923,-78.7819,126.8,Raleigh
2937,1968,49,RDU,58.4,35.8923,-78.7819,126.8,Raleigh
2938,1969,49,RDU,56.89166667,35.8923,-78.7819,126.8,Raleigh
2939,1970,49,RDU,57.8,35.8923,-78.7819,126.8,Raleigh
2940,1971,49,RDU,58.975,35.8923,-78.7819,126.8,Raleigh
2941,1972,49,RDU,58.40833333,35.8923,-78.7819,126.8,Raleigh
2942,1973,49,RDU,59.75,35.8923,-78.7819,126.8,Raleigh
2943,1974,49,RDU,59.65,35.8923,-78.7819,126.8,Raleigh
2944,1975,49,RDU,59.55833333,35.8923,-78.7819,126.8,Raleigh
2945,1976,49,RDU,58.73333333,35.8923,-78.7819,126.8,Raleigh
2946,1977,49,RDU,58.58333333,35.8923,-78.7819,126.8,Raleigh
2947,1978,49,RDU,59.05833333,35.8923,-78.7819,126.8,Raleigh
2948,1979,49,RDU,58.56666667,35.8923,-78.7819,126.8,Raleigh
2949,1980,49,RDU,59.34166667,35.8923,-78.7819,126.8,Raleigh
2950,1981,49,RDU,58.25833333,35.8923,-78.7819,126.8,Raleigh
2951,1982,49,RDU,60.14166667,35.8923,-78.7819,126.8,Raleigh
2952,1983,49,RDU,58.475,35.8923,-78.7819,126.8,Raleigh
2953,1984,49,RDU,59,35.8923,-78.7819,126.8,Raleigh
2954,1985,49,RDU,59.55833333,35.8923,-78.7819,126.8,Raleigh
2955,1986,49,RDU,60.79166667,35.8923,-78.7819,126.8,Raleigh
2956,1987,49,RDU,59.60833333,35.8923,-78.7819,126.8,Raleigh
2957,1988,49,RDU,58.44166667,35.8923,-78.7819,126.8,Raleigh
2958,1989,49,RDU,59.26666667,35.8923,-78.7819,126.8,Raleigh
2959,1990,49,RDU,62.75833333,35.8923,-78.7819,126.8,Raleigh
2960,1991,49,RDU,61.79166667,35.8923,-78.7819,126.8,Raleigh
2961,1992,49,RDU,59.38333333,35.8923,-78.7819,126.8,Raleigh
2962,1993,49,RDU,59.98333333,35.8923,-78.7819,126.8,Raleigh
2963,1994,49,RDU,60.325,35.8923,-78.7819,126.8,Raleigh
2964,1995,49,RDU,60.1,35.8923,-78.7819,126.8,Raleigh
2965,1996,49,RDU,58.75,35.8923,-78.7819,126.8,Raleigh
2966,1997,49,RDU,58.975,35.8923,-78.7819,126.8,Raleigh
2967,1998,49,RDU,61.475,35.8923,-78.7819,126.8,Raleigh
2968,1999,49,RDU,60.71666667,35.8923,-78.7819,126.8,Raleigh
2969,2000,49,RDU,58.99166667,35.8923,-78.7819,126.8,Raleigh
2970,2001,49,RDU,60.925,35.8923,-78.7819,126.8,Raleigh
2971,2002,49,RDU,60.925,35.8923,-78.7819,126.8,Raleigh
2972,2003,49,RDU,59.45,35.8923,-78.7819,126.8,Raleigh
2973,2004,49,RDU,60.59166667,35.8923,-78.7819,126.8,Raleigh
2974,2005,49,RDU,60.9,35.8923,-78.7819,126.8,Raleigh
2975,2006,49,RDU,61.25,35.8923,-78.7819,126.8,Raleigh
2976,2007,49,RDU,62.55,35.8923,-78.7819,126.8,Raleigh
2977,2008,49,RDU,61.36666667,35.8923,-78.7819,126.8,Raleigh
2978,2009,49,RDU,61.23333333,35.8923,-78.7819,126.8,Raleigh
2979,2010,49,RDU,61.20833333,35.8923,-78.7819,126.8,Raleigh
2980,2011,49,RDU,62.54166667,35.8923,-78.7819,126.8,Raleigh
2981,2012,49,RDU,62.5,35.8923,-78.7819,126.8,Raleigh
2982,2013,49,RDU,59.7,35.8923,-78.7819,126.8,Raleigh
2983,2014,49,RDU,59.575,35.8923,-78.7819,126.8,Raleigh
2984,2015,49,RDU,61.76666667,35.8923,-78.7819,126.8,Raleigh
2985,2016,49,RDU,62.38333333,35.8923,-78.7819,126.8,Raleigh
2986,2017,49,RDU,62.69166667,35.8923,-78.7819,126.8,Raleigh
2987,2018,49,RDU,61.33333333,35.8923,-78.7819,126.8,Raleigh
2988,2019,49,RDU,62.35,35.8923,-78.7819,126.8,Raleigh
2989,2020,49,RDU,62.50833333,35.8923,-78.7819,126.8,Raleigh
2990,1960,50,RIC,56.575,37.51151,-77.32344,50,Richmond
2991,1961,50,RIC,57.5,37.51151,-77.32344,50,Richmond
2992,1962,50,RIC,56.85,37.51151,-77.32344,50,Richmond
2993,1963,50,RIC,56.11666667,37.51151,-77.32344,50,Richmond
2994,1964,50,RIC,56.75,37.51151,-77.32344,50,Richmond
2995,1965,50,RIC,56.53333333,37.51151,-77.32344,50,Richmond
2996,1966,50,RIC,55.375,37.51151,-77.32344,50,Richmond
2997,1967,50,RIC,56.19166667,37.51151,-77.32344,50,Richmond
2998,1968,50,RIC,58.06666667,37.51151,-77.32344,50,Richmond
2999,1969,50,RIC,56.15,37.51151,-77.32344,50,Richmond
3000,1970,50,RIC,58.08333333,37.51151,-77.32344,50,Richmond
3001,1971,50,RIC,57.90833333,37.51151,-77.32344,50,Richmond
3002,1972,50,RIC,57.34166667,37.51151,-77.32344,50,Richmond
3003,1973,50,RIC,58.93333333,37.51151,-77.32344,50,Richmond
3004,1974,50,RIC,58.19166667,37.51151,-77.32344,50,Richmond
3005,1975,50,RIC,58.46666667,37.51151,-77.32344,50,Richmond
3006,1976,50,RIC,57.65,37.51151,-77.32344,50,Richmond
3007,1977,50,RIC,58.83333333,37.51151,-77.32344,50,Richmond
3008,1978,50,RIC,57.43333333,37.51151,-77.32344,50,Richmond
3009,1979,50,RIC,57.65,37.51151,-77.32344,50,Richmond
3010,1980,50,RIC,58.44166667,37.51151,-77.32344,50,Richmond
3011,1981,50,RIC,57.28333333,37.51151,-77.32344,50,Richmond
3012,1982,50,RIC,58.54166667,37.51151,-77.32344,50,Richmond
3013,1983,50,RIC,57.84166667,37.51151,-77.32344,50,Richmond
3014,1984,50,RIC,58.35,37.51151,-77.32344,50,Richmond
3015,1985,50,RIC,59.23333333,37.51151,-77.32344,50,Richmond
3016,1986,50,RIC,58.775,37.51151,-77.32344,50,Richmond
3017,1987,50,RIC,57.90833333,37.51151,-77.32344,50,Richmond
3018,1988,50,RIC,57.075,37.51151,-77.32344,50,Richmond
3019,1989,50,RIC,57.50833333,37.51151,-77.32344,50,Richmond
3020,1990,50,RIC,61.04166667,37.51151,-77.32344,50,Richmond
3021,1991,50,RIC,60.56666667,37.51151,-77.32344,50,Richmond
3022,1992,50,RIC,57.65833333,37.51151,-77.32344,50,Richmond
3023,1993,50,RIC,58.775,37.51151,-77.32344,50,Richmond
3024,1994,50,RIC,59.025,37.51151,-77.32344,50,Richmond
3025,1995,50,RIC,58.08333333,37.51151,-77.32344,50,Richmond
3026,1996,50,RIC,56.58333333,37.51151,-77.32344,50,Richmond
3027,1997,50,RIC,57.31666667,37.51151,-77.32344,50,Richmond
3028,1998,50,RIC,59.93333333,37.51151,-77.32344,50,Richmond
3029,1999,50,RIC,58.56666667,37.51151,-77.32344,50,Richmond
3030,2000,50,RIC,57.25,37.51151,-77.32344,50,Richmond
3031,2001,50,RIC,58.59166667,37.51151,-77.32344,50,Richmond
3032,2002,50,RIC,59.45,37.51151,-77.32344,50,Richmond
3033,2003,50,RIC,57.55,37.51151,-77.32344,50,Richmond
3034,2004,50,RIC,59.125,37.51151,-77.32344,50,Richmond
3035,2005,50,RIC,59.70833333,37.51151,-77.32344,50,Richmond
3036,2006,50,RIC,60.69166667,37.51151,-77.32344,50,Richmond
3037,2007,50,RIC,60.25833333,37.51151,-77.32344,50,Richmond
3038,2008,50,RIC,59.89166667,37.51151,-77.32344,50,Richmond
3039,2009,50,RIC,58.73333333,37.51151,-77.32344,50,Richmond
3040,2010,50,RIC,59.85833333,37.51151,-77.32344,50,Richmond
3041,2011,50,RIC,60.775,37.51151,-77.32344,50,Richmond
3042,2012,50,RIC,61.08333333,37.51151,-77.32344,50,Richmond
3043,2013,50,RIC,59.2,37.51151,-77.32344,50,Richmond
3044,2014,50,RIC,58.85833333,37.51151,-77.32344,50,Richmond
3045,2015,50,RIC,59.925,37.51151,-77.32344,50,Richmond
3046,2016,50,RIC,59.35,37.51151,-77.32344,50,Richmond
3047,2017,50,RIC,60.51666667,37.51151,-77.32344,50,Richmond
3048,2018,50,RIC,59.975,37.51151,-77.32344,50,Richmond
3049,2019,50,RIC,60.99166667,37.51151,-77.32344,50,Richmond
3050,2020,50,RIC,60.75833333,37.51151,-77.32344,50,Richmond
3051,1960,51,SAN,63.6,32.7336,-117.1831,4.6,San Diego
3052,1961,51,SAN,63.49166667,32.7336,-117.1831,4.6,San Diego
3053,1962,51,SAN,62.075,32.7336,-117.1831,4.6,San Diego
3054,1963,51,SAN,63.58333333,32.7336,-117.1831,4.6,San Diego
3055,1964,51,SAN,62.125,32.7336,-117.1831,4.6,San Diego
3056,1965,51,SAN,62.58333333,32.7336,-117.1831,4.6,San Diego
3057,1966,51,SAN,63,32.7336,-117.1831,4.6,San Diego
3058,1967,51,SAN,63.20833333,32.7336,-117.1831,4.6,San Diego
3059,1968,51,SAN,64.06666667,32.7336,-117.1831,4.6,San Diego
3060,1969,51,SAN,63.43333333,32.7336,-117.1831,4.6,San Diego
3061,1970,51,SAN,63.50833333,32.7336,-117.1831,4.6,San Diego
3062,1971,51,SAN,62.55,32.7336,-117.1831,4.6,San Diego
3063,1972,51,SAN,63.60833333,32.7336,-117.1831,4.6,San Diego
3064,1973,51,SAN,63.34166667,32.7336,-117.1831,4.6,San Diego
3065,1974,51,SAN,63.6,32.7336,-117.1831,4.6,San Diego
3066,1975,51,SAN,62.38333333,32.7336,-117.1831,4.6,San Diego
3067,1976,51,SAN,65.86666667,32.7336,-117.1831,4.6,San Diego
3068,1977,51,SAN,65.20833333,32.7336,-117.1831,4.6,San Diego
3069,1978,51,SAN,66.175,32.7336,-117.1831,4.6,San Diego
3070,1979,51,SAN,65.53333333,32.7336,-117.1831,4.6,San Diego
3071,1980,51,SAN,65.86666667,32.7336,-117.1831,4.6,San Diego
3072,1981,51,SAN,67.075,32.7336,-117.1831,4.6,San Diego
3073,1982,51,SAN,65.15833333,32.7336,-117.1831,4.6,San Diego
3074,1983,51,SAN,67,32.7336,-117.1831,4.6,San Diego
3075,1984,51,SAN,67.19166667,32.7336,-117.1831,4.6,San Diego
3076,1985,51,SAN,64.45833333,32.7336,-117.1831,4.6,San Diego
3077,1986,51,SAN,64.09166667,32.7336,-117.1831,4.6,San Diego
3078,1987,51,SAN,63.19166667,32.7336,-117.1831,4.6,San Diego
3079,1988,51,SAN,63.625,32.7336,-117.1831,4.6,San Diego
3080,1989,51,SAN,63.81666667,32.7336,-117.1831,4.6,San Diego
3081,1990,51,SAN,64.10833333,32.7336,-117.1831,4.6,San Diego
3082,1991,51,SAN,62.85,32.7336,-117.1831,4.6,San Diego
3083,1992,51,SAN,65.59166667,32.7336,-117.1831,4.6,San Diego
3084,1993,51,SAN,64.09166667,32.7336,-117.1831,4.6,San Diego
3085,1994,51,SAN,63.39166667,32.7336,-117.1831,4.6,San Diego
3086,1995,51,SAN,63.98333333,32.7336,-117.1831,4.6,San Diego
3087,1996,51,SAN,64.39166667,32.7336,-117.1831,4.6,San Diego
3088,1997,51,SAN,65.325,32.7336,-117.1831,4.6,San Diego
3089,1998,51,SAN,62.93333333,32.7336,-117.1831,4.6,San Diego
3090,1999,51,SAN,62.175,32.7336,-117.1831,4.6,San Diego
3091,2000,51,SAN,63.625,32.7336,-117.1831,4.6,San Diego
3092,2001,51,SAN,62.33333333,32.7336,-117.1831,4.6,San Diego
3093,2002,51,SAN,62.30833333,32.7336,-117.1831,4.6,San Diego
3094,2003,51,SAN,63.79166667,32.7336,-117.1831,4.6,San Diego
3095,2004,51,SAN,64.625,32.7336,-117.1831,4.6,San Diego
3096,2005,51,SAN,64.14166667,32.7336,-117.1831,4.6,San Diego
3097,2006,51,SAN,64.59166667,32.7336,-117.1831,4.6,San Diego
3098,2007,51,SAN,62.85,32.7336,-117.1831,4.6,San Diego
3099,2008,51,SAN,63.66666667,32.7336,-117.1831,4.6,San Diego
3100,2009,51,SAN,64.06666667,32.7336,-117.1831,4.6,San Diego
3101,2010,51,SAN,62.84166667,32.7336,-117.1831,4.6,San Diego
3102,2011,51,SAN,63.46666667,32.7336,-117.1831,4.6,San Diego
3103,2012,51,SAN,64.16666667,32.7336,-117.1831,4.6,San Diego
3104,2013,51,SAN,64.00833333,32.7336,-117.1831,4.6,San Diego
3105,2014,51,SAN,67.55833333,32.7336,-117.1831,4.6,San Diego
3106,2015,51,SAN,67.45,32.7336,-117.1831,4.6,San Diego
3107,2016,51,SAN,66.29166667,32.7336,-117.1831,4.6,San Diego
3108,2017,51,SAN,66.11666667,32.7336,-117.1831,4.6,San Diego
3109,2018,51,SAN,66.29166667,32.7336,-117.1831,4.6,San Diego
3110,2019,51,SAN,64.425,32.7336,-117.1831,4.6,San Diego
3111,2020,51,SAN,65.96666667,32.7336,-117.1831,4.6,San Diego
3112,1960,52,SAT,67.88333333,29.5443,-98.4839,240.5,San Antonio
3113,1961,52,SAT,68.85833333,29.5443,-98.4839,240.5,San Antonio
3114,1962,52,SAT,70.05,29.5443,-98.4839,240.5,San Antonio
3115,1963,52,SAT,69.50833333,29.5443,-98.4839,240.5,San Antonio
3116,1964,52,SAT,68.85833333,29.5443,-98.4839,240.5,San Antonio
3117,1965,52,SAT,68.63333333,29.5443,-98.4839,240.5,San Antonio
3118,1966,52,SAT,66.65833333,29.5443,-98.4839,240.5,San Antonio
3119,1967,52,SAT,69,29.5443,-98.4839,240.5,San Antonio
3120,1968,52,SAT,66.81666667,29.5443,-98.4839,240.5,San Antonio
3121,1969,52,SAT,68.3,29.5443,-98.4839,240.5,San Antonio
3122,1970,52,SAT,68.09166667,29.5443,-98.4839,240.5,San Antonio
3123,1971,52,SAT,70.86666667,29.5443,-98.4839,240.5,San Antonio
3124,1972,52,SAT,68.74166667,29.5443,-98.4839,240.5,San Antonio
3125,1973,52,SAT,68.30833333,29.5443,-98.4839,240.5,San Antonio
3126,1974,52,SAT,67.86666667,29.5443,-98.4839,240.5,San Antonio
3127,1975,52,SAT,67.75,29.5443,-98.4839,240.5,San Antonio
3128,1976,52,SAT,66.36666667,29.5443,-98.4839,240.5,San Antonio
3129,1977,52,SAT,68.28333333,29.5443,-98.4839,240.5,San Antonio
3130,1978,52,SAT,67.41666667,29.5443,-98.4839,240.5,San Antonio
3131,1979,52,SAT,68.2,29.5443,-98.4839,240.5,San Antonio
3132,1980,52,SAT,69.775,29.5443,-98.4839,240.5,San Antonio
3133,1981,52,SAT,69.15833333,29.5443,-98.4839,240.5,San Antonio
3134,1982,52,SAT,68.24166667,29.5443,-98.4839,240.5,San Antonio
3135,1983,52,SAT,66.65833333,29.5443,-98.4839,240.5,San Antonio
3136,1984,52,SAT,69.25,29.5443,-98.4839,240.5,San Antonio
3137,1985,52,SAT,68.15833333,29.5443,-98.4839,240.5,San Antonio
3138,1986,52,SAT,69.89166667,29.5443,-98.4839,240.5,San Antonio
3139,1987,52,SAT,68.45,29.5443,-98.4839,240.5,San Antonio
3140,1988,52,SAT,69.59166667,29.5443,-98.4839,240.5,San Antonio
3141,1989,52,SAT,69.4,29.5443,-98.4839,240.5,San Antonio
3142,1990,52,SAT,70.475,29.5443,-98.4839,240.5,San Antonio
3143,1991,52,SAT,69.7,29.5443,-98.4839,240.5,San Antonio
3144,1992,52,SAT,69.46666667,29.5443,-98.4839,240.5,San Antonio
3145,1993,52,SAT,68.94166667,29.5443,-98.4839,240.5,San Antonio
3146,1994,52,SAT,70.75833333,29.5443,-98.4839,240.5,San Antonio
3147,1995,52,SAT,69.58333333,29.5443,-98.4839,240.5,San Antonio
3148,1996,52,SAT,69.90833333,29.5443,-98.4839,240.5,San Antonio
3149,1997,52,SAT,67.825,29.5443,-98.4839,240.5,San Antonio
3150,1998,52,SAT,70.24166667,29.5443,-98.4839,240.5,San Antonio
3151,1999,52,SAT,70.325,29.5443,-98.4839,240.5,San Antonio
3152,2000,52,SAT,70.2,29.5443,-98.4839,240.5,San Antonio
3153,2001,52,SAT,68.76666667,29.5443,-98.4839,240.5,San Antonio
3154,2002,52,SAT,68.925,29.5443,-98.4839,240.5,San Antonio
3155,2003,52,SAT,68.93333333,29.5443,-98.4839,240.5,San Antonio
3156,2004,52,SAT,69.575,29.5443,-98.4839,240.5,San Antonio
3157,2005,52,SAT,70.29166667,29.5443,-98.4839,240.5,San Antonio
3158,2006,52,SAT,72.08333333,29.5443,-98.4839,240.5,San Antonio
3159,2007,52,SAT,68.80833333,29.5443,-98.4839,240.5,San Antonio
3160,2008,52,SAT,71.125,29.5443,-98.4839,240.5,San Antonio
3161,2009,52,SAT,71.025,29.5443,-98.4839,240.5,San Antonio
3162,2010,52,SAT,68.8,29.5443,-98.4839,240.5,San Antonio
3163,2011,52,SAT,71.825,29.5443,-98.4839,240.5,San Antonio
3164,2012,52,SAT,71.66666667,29.5443,-98.4839,240.5,San Antonio
3165,2013,52,SAT,70.55,29.5443,-98.4839,240.5,San Antonio
3166,2014,52,SAT,70.35,29.5443,-98.4839,240.5,San Antonio
3167,2015,52,SAT,70.54166667,29.5443,-98.4839,240.5,San Antonio
3168,2016,52,SAT,71.08333333,29.5443,-98.4839,240.5,San Antonio
3169,2017,52,SAT,71.70833333,29.5443,-98.4839,240.5,San Antonio
3170,2018,52,SAT,70.13333333,29.5443,-98.4839,240.5,San Antonio
